job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function
13320,1935,656,471,302,238,1835,1448,1619,0,1,0,0,0,13,105,37
11583,2328,505,164,302,72,2008,636,1451,0,1,1,1,5,1,106,12
9213,2608,1075,236,302,836,2330,343,316,0,1,1,1,0,1,21,18
14701,1424,688,471,152,674,2136,1255,1619,0,1,0,1,2,0,11,20
1617,2485,422,471,302,589,1932,276,1619,0,1,0,1,0,1,55,18
4610,1487,126,198,302,85,2597,837,403,0,1,1,1,7,13,6,12
7316,2340,432,471,302,1,634,1937,1559,0,1,1,4,4,4,55,18
8673,85,546,182,302,287,2440,449,125,0,0,1,1,5,1,96,0
16145,2250,1089,471,302,618,1974,212,1117,0,1,0,1,5,13,21,37
9812,2405,408,136,302,448,2614,2561,1619,0,1,0,1,5,13,70,9
12202,1630,247,313,302,886,3056,249,1619,0,1,0,1,4,13,116,37
5961,2063,234,471,74,886,1928,2492,215,0,0,0,1,0,2,12,31
11391,1952,201,302,302,545,1456,2465,1015,0,1,1,1,6,9,48,16
6333,552,826,471,302,486,2178,1211,1619,0,1,0,1,2,4,63,7
8159,245,1126,471,302,886,3023,2093,1350,0,0,1,1,5,1,37,20
11205,2232,67,471,287,886,3179,1466,1316,0,0,1,1,5,9,58,18
8283,204,610,163,302,276,987,155,427,0,1,0,1,5,13,21,12
2960,1696,311,360,302,12,409,56,52,0,1,1,5,7,13,116,27
684,1948,137,313,302,506,1623,2152,184,0,1,0,5,7,13,116,37
5539,1200,635,471,176,886,3262,646,1200,0,1,1,1,0,1,95,0
12724,1314,346,364,302,539,1766,920,1619,0,1,1,5,7,13,116,37
10740,2478,117,405,302,873,327,378,1615,0,1,0,1,5,6,46,18
6769,70,93,471,302,168,3065,2338,1524,0,1,0,1,0,1,55,31
11113,1235,444,471,302,761,2644,354,988,0,1,1,5,7,13,116,37
14871,2250,667,343,302,836,3111,490,317,0,1,1,1,5,1,21,12
11507,2240,610,471,302,376,2835,1162,1619,0,1,0,1,5,13,21,9
4106,2551,575,375,302,670,2124,147,1147,0,1,1,5,7,13,116,37
14034,115,595,471,302,886,1270,2561,1619,0,0,0,5,7,13,116,37
11063,2756,646,391,114,63,1748,1257,397,1,1,0,1,2,9,40,31
5877,2130,303,471,302,781,2306,2101,1619,0,1,1,1,7,13,101,31
11957,1566,983,471,302,760,40,2561,1619,0,0,0,1,7,13,116,37
16863,745,873,465,302,444,1786,1276,1619,0,1,0,5,7,13,116,37
6087,454,950,279,302,754,486,869,676,0,0,0,5,7,13,116,37
14401,138,25,471,302,230,2915,2538,915,0,1,0,1,5,1,21,18
12904,1560,1082,471,302,886,1503,60,1619,0,0,0,5,7,13,116,37
5600,1906,311,163,302,729,449,1120,1055,1,1,1,5,7,13,116,37
5424,1666,646,471,302,424,732,1591,1419,0,1,1,3,7,13,116,37
607,737,618,163,302,141,809,1712,1619,0,1,1,1,7,1,55,12
16218,2408,5,471,302,838,3014,1462,1619,0,1,0,1,5,1,55,18
5909,2471,67,425,302,737,2600,2476,1578,0,1,1,1,1,13,55,7
7104,966,1013,471,302,726,366,394,29,0,1,1,1,7,13,116,37
967,2550,696,226,302,886,2454,982,50,1,0,1,0,2,1,48,18
16228,2295,12,471,183,70,203,647,1619,0,1,1,3,2,2,55,18
2836,1917,680,471,302,71,2282,2016,1619,0,1,0,5,7,13,116,37
8215,188,415,272,302,737,2598,2456,227,0,1,1,3,4,13,21,22
8361,1473,622,272,302,886,545,633,974,0,1,1,3,4,1,21,22
3547,893,123,471,302,759,3194,2074,1619,0,1,1,5,7,13,116,37
1834,499,833,56,302,886,1725,2079,97,0,0,1,5,7,13,116,37
12682,759,487,471,302,838,2733,2363,1619,0,1,0,0,7,13,116,37
13490,437,1135,471,302,707,2509,2149,1243,0,1,0,1,5,13,37,37
4007,663,677,421,302,309,2420,2561,1619,0,1,0,1,0,13,72,18
3261,708,781,471,302,633,827,2051,1121,0,1,1,1,5,1,104,37
10408,1136,125,471,134,341,1855,1580,1045,0,1,0,1,6,4,49,7
7452,307,606,471,302,280,1615,2353,617,0,1,0,1,0,13,29,37
2178,2771,299,471,7,492,1540,826,1033,0,1,1,1,7,13,116,37
6561,1644,999,471,302,886,1556,1760,1371,0,0,0,1,7,13,46,31
2919,651,295,288,302,27,2382,263,1619,0,0,1,1,7,13,101,37
2554,977,856,209,302,400,2714,1583,542,0,1,1,5,2,4,116,16
16356,684,338,145,302,584,752,663,1619,0,1,0,4,7,13,1,22
16191,782,856,471,302,760,106,2561,1619,0,0,0,1,7,13,116,37
17016,1163,1082,471,302,387,1329,2230,351,0,1,0,1,7,1,55,26
11399,2091,1135,471,302,886,3027,2092,1349,0,0,0,1,2,4,37,31
2963,317,725,471,302,28,404,368,157,0,1,0,1,7,13,11,37
8809,806,1125,471,302,797,1708,2201,1107,0,1,1,0,7,1,29,37
9832,1780,534,307,230,428,3228,1612,1471,0,1,1,1,5,4,80,23
12147,2468,290,303,302,212,214,1627,657,0,1,0,1,0,13,116,7
15721,2236,208,471,201,568,3078,2339,1619,0,1,0,1,5,1,55,18
12566,1914,303,208,302,695,1966,2571,635,0,1,0,1,2,1,6,7
10165,2632,610,471,302,223,224,2561,1619,0,1,1,1,1,13,28,20
13225,2735,667,471,302,886,1448,877,1619,0,1,1,5,7,13,116,37
17452,413,708,124,302,381,1084,12,1619,1,1,1,5,7,13,116,37
13277,1393,67,471,302,886,2583,15,1619,0,0,0,1,5,13,55,37
12276,824,984,471,233,886,1028,2561,666,1,0,0,1,2,4,37,31
7475,1523,88,163,302,114,1469,1685,1391,0,1,1,1,7,13,28,12
2191,2626,824,471,302,593,1111,2561,1619,0,1,0,0,7,13,48,37
1724,2548,690,391,183,886,1669,2107,237,0,0,1,1,6,9,31,31
17613,2617,15,471,302,886,2585,1302,1619,0,0,0,3,7,13,116,37
10843,1039,311,471,302,108,1152,444,515,0,1,1,1,7,5,21,22
211,557,679,471,302,486,2183,1704,1619,0,1,0,3,2,4,25,7
9068,1766,909,330,302,690,2833,2561,1619,0,1,0,1,7,13,116,37
2227,877,363,29,297,886,2151,2561,1619,0,0,0,1,3,1,55,1
17218,2091,1119,471,302,886,3020,2092,1349,0,0,0,1,0,9,37,31
13148,688,479,471,302,886,452,503,1619,0,1,1,1,0,1,70,23
9508,417,224,471,62,480,614,713,1619,0,1,1,1,2,4,48,7
7687,2489,1082,229,164,97,475,832,134,1,1,1,1,0,0,55,18
16742,2084,681,398,180,886,1116,551,677,0,0,1,3,2,9,70,2
12728,1745,1084,471,302,760,315,351,1619,0,0,0,1,7,13,116,4
12833,1494,1077,192,302,96,1619,1678,1007,0,1,0,1,6,13,75,7
10927,259,1101,471,302,486,3230,1595,1619,0,1,0,1,2,4,21,7
8738,1934,922,471,302,707,2470,2095,1356,0,1,0,1,0,9,37,7
2135,1686,440,272,302,865,881,876,1619,0,1,0,1,5,1,105,22
3650,2428,1153,471,302,878,1304,2211,1619,0,1,0,5,7,13,116,37
1163,1030,353,139,302,127,793,859,1619,0,1,1,1,5,1,55,9
11218,635,415,100,302,737,3082,2285,1619,0,1,1,1,5,13,55,18
3275,2620,458,234,302,886,1066,1843,1619,0,0,1,5,7,13,116,37
4289,807,880,471,302,797,1704,2207,1107,0,1,1,0,7,1,29,11
1299,1017,1145,471,302,797,1702,2203,1107,0,1,1,0,2,1,29,11
6888,579,793,471,302,486,2710,1376,1619,0,1,0,1,2,4,56,7
1328,1942,565,471,302,886,3268,2561,1619,0,0,0,5,7,13,116,37
15757,38,1150,471,237,538,1833,1239,96,0,0,0,1,6,4,96,31
9270,864,299,471,302,835,2237,880,1513,0,1,0,1,5,13,116,37
15283,2639,1075,136,302,815,455,252,1448,0,1,1,1,3,13,70,9
6562,2374,546,471,302,886,711,1757,1619,0,0,0,0,5,13,116,18
16861,1799,875,163,237,444,1891,86,1619,0,1,1,0,5,1,9,12
5294,972,1014,471,302,726,358,1147,23,0,1,1,1,7,4,116,16
4272,2412,598,168,302,639,2088,693,1619,0,1,0,1,5,1,55,18
3717,2050,950,391,302,185,668,1895,1252,0,0,1,5,7,13,116,37
13743,2345,126,462,302,533,2663,314,1345,0,1,0,1,5,13,38,12
5624,1454,311,272,302,335,462,2322,1455,0,1,1,1,4,13,58,22
13122,58,610,391,262,9,1297,2561,1619,0,1,0,1,0,1,55,31
11357,805,588,471,302,797,1708,2201,1107,0,1,1,0,7,1,29,37
7576,814,487,391,302,355,1192,306,715,1,1,0,1,1,1,27,9
7010,1748,950,298,302,650,1518,2078,1619,0,1,0,5,4,1,104,8
13888,442,696,471,302,15,174,2561,1619,0,1,0,1,5,1,96,19
11683,2300,282,471,302,254,3160,101,326,0,1,1,1,6,4,65,37
8008,2694,187,141,302,676,503,527,802,0,1,0,1,0,4,70,25
14637,2241,610,391,302,303,307,1936,462,1,1,1,1,3,1,55,31
10486,956,950,163,272,81,2794,2134,884,0,1,1,1,5,1,58,12
5851,1565,1158,471,302,860,1649,1748,839,0,1,1,1,0,9,70,31
12659,1566,1165,471,302,760,314,1815,1619,0,0,0,1,5,1,70,21
13697,1725,527,452,302,407,1679,1303,1211,0,1,1,3,6,4,89,25
17299,1778,443,159,302,886,1732,841,1184,0,0,1,5,7,13,116,37
9590,52,530,226,302,478,3222,1718,855,0,1,0,1,3,1,55,5
5481,1969,625,471,302,520,1902,1267,1619,0,1,1,1,5,1,101,14
6868,279,731,471,243,886,2715,2121,33,1,0,1,1,5,1,48,31
7905,114,1176,471,302,441,1016,2561,1619,0,1,1,5,7,13,116,37
7770,1719,935,231,116,688,2987,871,992,1,1,1,3,2,13,45,11
2097,807,747,471,302,797,1703,2207,1107,0,1,1,0,2,1,29,11
3352,1405,950,71,302,203,746,588,1392,0,1,1,1,4,5,58,5
4602,1473,1163,272,302,342,863,1920,727,0,1,1,1,5,1,116,22
6036,73,15,471,302,54,853,2550,748,0,1,1,1,5,1,70,5
12,2505,247,208,302,756,2541,2314,1589,0,1,0,5,7,13,116,37
15564,80,983,471,302,760,58,2561,1619,0,0,0,1,7,13,0,37
10109,1973,627,471,302,886,3264,2561,1619,0,0,0,5,7,13,116,37
645,440,746,471,302,41,516,2561,1619,0,1,0,5,7,13,116,37
17013,830,677,471,302,475,1383,359,1413,0,1,1,1,5,13,96,37
11913,2664,346,471,302,167,620,412,1619,0,1,0,1,7,13,21,12
3662,1877,552,471,138,886,2776,595,820,0,1,0,1,0,1,93,27
10227,368,1082,442,302,346,1133,381,786,0,1,0,1,6,2,48,16
15667,2032,950,272,302,359,1195,775,1264,0,1,1,1,0,1,116,22
15591,954,453,141,302,357,1693,611,482,0,1,1,1,0,1,21,12
1046,870,239,177,302,787,2992,2561,1619,0,1,0,5,7,13,116,37
15018,1291,123,391,154,298,1823,2369,166,0,1,1,1,5,13,58,31
17368,477,944,471,302,443,2704,1777,1619,0,1,0,1,6,1,105,37
3656,838,1005,471,302,764,2877,506,613,0,1,1,1,2,4,70,31
10806,552,812,471,302,486,2184,1706,1619,0,1,0,1,2,4,56,7
8923,856,386,471,302,230,2916,2208,924,0,1,0,1,5,1,21,18
11951,327,1158,471,302,760,82,2561,1619,0,0,0,1,7,13,116,37
15180,11,84,471,302,40,2647,2382,751,0,1,0,1,4,1,81,22
4877,493,574,471,302,163,2755,183,861,1,1,1,0,5,10,55,9
7448,1094,15,471,302,886,1096,1866,242,0,0,1,1,5,1,105,37
8839,570,1081,79,124,84,536,598,229,0,1,1,1,2,4,101,7
10507,1962,247,471,138,515,337,2118,986,0,1,1,1,5,1,95,36
714,1281,83,471,302,886,1950,2561,1619,0,0,0,1,2,9,58,12
6493,2341,67,471,302,886,2936,6,1619,0,0,1,1,5,9,58,12
3842,357,817,471,302,0,1120,2561,390,0,1,1,5,7,13,116,37
3999,2081,613,471,302,569,2686,764,115,0,1,0,1,7,13,99,31
12479,325,1099,471,302,190,694,2561,1619,0,1,0,5,7,13,116,37
17390,546,1071,471,61,886,2004,1486,1619,0,0,0,1,6,9,116,7
825,1016,574,471,302,797,1700,2203,1107,0,1,0,0,7,1,29,37
7869,2695,234,141,302,676,501,527,800,0,1,0,1,0,4,70,25
1862,1016,705,471,302,797,1700,2202,1107,0,1,0,0,7,1,29,37
9414,1052,247,220,302,756,2539,2312,1590,0,1,0,5,7,13,116,17
2429,1545,771,471,302,585,326,1972,1619,0,1,0,4,2,4,70,23
5055,1497,782,473,189,886,3252,2601,1634,0,0,1,1,5,10,6,23
13029,1934,1135,471,302,707,2506,2096,1347,0,1,0,1,0,13,37,37
11226,1395,321,228,302,880,1144,202,1619,0,1,1,1,5,1,98,18
6310,1684,610,471,302,886,3221,1057,836,0,0,0,1,5,1,21,18
10830,2293,931,471,302,486,2320,1391,1619,0,1,0,1,2,1,25,7
6054,78,1075,180,302,836,2341,460,316,0,1,1,1,0,1,0,13
10285,2452,871,471,302,191,339,2084,523,0,1,1,1,0,1,74,16
2841,650,548,471,302,83,641,2638,868,0,1,1,5,7,13,116,37
3385,1729,950,471,302,52,670,1733,1619,0,1,0,1,7,1,55,5
6301,1446,126,471,302,433,344,247,969,0,1,1,0,4,13,18,22
14602,2744,478,471,302,385,1322,599,531,0,1,1,5,7,13,116,37
4173,1020,667,471,302,71,2241,1989,1619,0,1,0,5,7,13,116,37
1306,1640,1008,167,302,160,541,1515,1060,0,1,1,5,7,13,116,37
14731,2061,1013,471,302,229,889,2017,1255,0,1,0,1,5,9,55,31
13189,703,950,471,302,549,1800,2225,951,0,1,1,1,7,1,116,37
2474,2456,409,471,302,648,534,1148,1535,0,1,1,1,5,1,55,18
2943,491,731,391,178,514,2829,1952,1619,0,1,0,0,7,1,116,31
4228,1208,52,471,302,521,1651,1813,363,0,1,1,1,7,13,63,31
4753,1460,411,272,302,144,526,1982,1619,0,1,1,1,0,1,81,22
9430,806,510,471,302,797,1708,2201,1107,0,1,1,0,7,1,29,37
12074,835,140,471,302,254,2433,927,646,0,1,1,5,6,4,116,37
5311,1798,773,471,302,760,947,217,1619,0,0,0,1,7,13,116,37
4782,291,156,471,302,886,2729,612,296,0,0,1,1,0,1,28,8
12838,1804,156,471,302,784,591,2561,1619,0,1,1,5,7,13,116,37
4966,19,96,471,302,886,298,2113,1619,1,1,0,5,7,13,116,37
14799,1382,871,471,302,191,706,2082,523,0,1,1,1,5,1,74,16
8378,1765,552,318,302,281,1128,1717,263,0,1,1,1,2,4,24,31
785,2291,667,471,302,486,1874,1606,1619,0,1,0,1,0,1,29,20
843,181,719,116,302,612,3055,2561,1244,0,1,0,1,7,13,70,37
5221,2062,607,391,190,215,791,2104,336,1,1,1,0,6,9,21,31
14053,824,1033,471,233,886,1028,2561,666,1,0,0,1,2,4,37,31
10042,1657,715,471,302,28,443,377,162,0,1,0,1,7,13,11,37
12839,244,941,471,302,513,3132,1225,947,0,1,1,1,0,4,8,7
10461,1099,1106,214,302,97,818,674,967,0,1,1,1,0,0,55,18
15802,140,677,471,302,886,1729,2561,1619,0,0,0,5,7,13,116,37
12855,1680,1116,471,302,886,1481,498,1619,0,0,0,0,5,13,116,37
9847,2676,293,471,302,254,1045,94,324,0,1,1,5,6,4,50,17
16069,1256,607,471,302,517,1216,455,968,0,1,1,3,4,7,58,37
7966,463,696,471,153,574,1904,2081,1492,0,1,1,1,0,1,55,18
455,556,868,471,302,486,2165,1372,1619,0,1,0,3,2,4,25,7
6728,299,540,471,238,494,740,195,1619,0,1,1,0,0,9,55,4
17809,2775,670,471,169,886,2718,2234,1619,0,0,1,1,6,9,48,16
14992,2657,950,471,302,391,1334,2561,1619,0,1,1,1,0,1,81,9
13766,2721,240,347,302,288,2966,2294,1366,0,1,1,1,5,13,1,24
6988,738,75,471,302,330,1548,1412,554,0,1,1,5,7,13,116,37
10999,1619,345,272,302,539,1770,706,1619,0,1,1,1,2,1,58,22
11535,2615,795,369,302,513,2767,2191,1629,0,1,1,1,5,0,37,13
11802,1369,574,471,302,760,56,2561,1619,0,0,0,1,7,13,116,37
15790,2321,67,408,0,296,3213,1876,1203,1,1,0,0,4,6,70,22
16815,1980,573,471,302,886,1918,2561,1619,0,0,0,1,5,13,55,37
10483,2261,617,164,302,72,1976,1872,302,0,1,1,1,5,1,20,12
2896,1832,667,471,302,71,2278,2011,1619,0,1,0,5,7,13,116,37
4495,432,870,471,302,559,1781,2561,1619,0,0,0,0,7,13,116,37
713,805,556,471,302,797,1708,2201,1107,0,1,1,0,7,1,29,37
4596,2207,25,471,302,230,2907,2524,928,0,1,0,1,5,1,21,18
7001,1012,1098,471,302,740,3103,932,768,0,1,1,4,4,1,21,18
16102,2225,745,471,302,760,949,170,1619,0,0,0,1,7,13,116,37
13406,1675,67,471,302,886,2850,76,1619,0,0,0,1,7,13,55,18
4809,1901,123,141,302,31,2955,1632,845,0,1,1,1,5,1,58,29
9607,1587,891,237,282,886,2928,2272,1619,0,0,0,1,5,13,55,37
8385,598,103,83,302,756,2532,2497,540,0,1,1,5,7,13,116,37
10789,129,1035,471,26,210,1263,1729,284,1,1,0,1,2,4,106,7
12396,341,824,471,302,760,38,2561,1619,0,0,0,1,7,13,116,37
13415,2071,824,471,302,760,46,2561,1619,0,0,0,1,7,13,70,37
16738,2327,299,471,302,719,30,914,1619,0,1,1,5,7,13,116,37
5116,570,569,471,81,886,3274,857,358,0,0,0,1,4,4,60,7
8489,2604,534,471,251,378,3227,1756,436,0,1,1,1,5,2,80,23
3295,2304,610,313,302,886,2120,31,339,0,1,1,3,7,13,65,34
13594,1239,88,163,302,114,2816,2495,1153,0,1,1,1,0,13,28,12
4695,78,298,471,302,886,1564,2464,1640,0,1,0,1,7,13,116,37
6556,806,790,471,302,797,1708,2201,1107,0,1,1,0,7,1,29,37
1207,2304,610,313,302,608,1990,32,339,0,1,1,0,6,9,65,34
11146,581,848,471,302,486,2396,1511,1619,0,1,0,3,2,4,35,7
17065,2106,330,471,302,886,1154,2178,779,0,0,0,1,7,13,116,31
4709,1883,156,471,302,886,2053,2265,1325,0,1,0,1,2,9,4,18
7058,2608,101,471,302,89,529,821,1586,0,1,0,1,6,13,116,37
13758,2031,387,471,0,361,1197,1010,843,0,1,1,1,0,1,55,22
11606,2221,1176,471,302,886,3206,2505,1407,0,0,0,1,5,13,58,12
13942,1425,1089,471,302,760,943,88,1619,0,0,0,1,7,13,68,37
6014,2574,392,31,302,337,1567,965,1581,0,1,1,5,7,13,116,37
4297,319,737,471,302,28,404,368,157,0,1,0,1,7,13,11,37
17465,1281,628,129,302,99,431,205,1421,0,1,0,1,5,9,21,12
11060,551,687,471,302,486,2213,1204,1619,0,1,0,1,2,4,35,7
8795,1017,859,471,302,797,1701,2203,1107,0,1,1,0,2,1,29,11
3802,806,1038,471,302,797,1708,2201,1107,0,1,1,0,7,1,29,37
12424,1327,208,163,302,676,500,774,800,0,1,0,1,2,4,70,12
2561,878,881,471,302,852,964,2129,434,0,1,0,1,1,1,36,7
78,1508,696,471,264,886,754,2243,700,0,0,0,1,5,1,21,18
12621,255,624,471,218,206,169,2231,760,0,1,1,0,2,13,106,37
11623,2317,339,104,302,584,3054,2553,1619,0,1,0,1,2,1,7,22
12561,756,1147,313,302,502,1739,761,1619,0,1,1,5,7,13,116,23
14441,1615,1013,471,302,726,847,1193,22,0,1,1,5,7,13,116,37
584,2769,950,163,302,45,2077,106,1619,0,1,1,1,7,13,116,12
17512,2622,610,471,302,886,1981,1415,738,0,0,1,5,7,13,116,37
16560,1333,311,256,302,714,3000,2561,1619,0,1,1,5,7,13,116,37
2618,558,770,471,302,486,2186,1211,1619,0,1,0,3,2,4,63,7
4986,1294,247,428,302,150,2858,1785,1324,0,1,0,1,5,1,55,18
12710,2281,311,471,302,188,879,1477,198,0,1,0,1,5,9,55,12
2831,532,247,122,73,820,3009,341,1075,0,1,1,1,2,9,58,7
11930,1067,88,324,302,114,3176,227,1037,0,1,1,1,7,13,116,37
17115,593,88,391,302,737,2599,2077,1577,0,1,1,1,7,13,101,7
14663,129,1035,471,29,210,1139,365,284,1,1,0,1,2,4,106,7
9529,2579,192,443,302,886,2328,1113,282,1,0,0,1,1,9,7,35
14154,1787,731,159,302,66,1574,1506,35,0,1,0,1,0,1,29,11
13621,1958,1026,471,302,390,1328,671,1619,0,1,0,3,7,13,116,17
6841,1807,126,178,302,533,909,2561,1619,0,1,0,5,7,13,116,37
7626,1797,574,471,302,760,70,2561,1619,0,0,0,1,7,13,116,37
2984,2278,299,471,302,898,24,1661,281,0,1,1,0,5,1,91,18
17423,139,25,471,302,230,2914,2537,916,0,1,0,1,5,1,21,18
2345,1717,221,471,302,465,2871,279,1619,0,1,0,5,7,13,116,37
5727,337,950,471,302,886,582,1855,1087,0,0,1,1,1,1,58,18
1280,168,1126,471,302,886,3022,2093,1353,0,0,1,1,0,1,37,20
3149,840,1120,471,302,279,380,6,1619,0,1,1,5,7,13,116,37
12294,1311,622,163,302,827,2261,1334,770,0,1,1,5,2,13,58,12
10011,615,980,6,302,425,1362,386,813,0,1,1,3,2,4,52,16
5488,588,1089,122,302,87,467,1773,266,0,1,1,5,7,13,116,37
6936,1160,431,233,91,172,1286,77,334,0,1,0,0,4,1,55,18
13629,244,788,471,302,513,3132,1226,947,0,1,1,1,0,4,8,7
9817,2201,386,471,302,230,2906,2543,926,0,1,0,1,7,1,21,18
12979,2541,633,98,302,487,2105,1443,1299,0,1,0,1,2,1,4,37
14786,1333,327,471,302,886,3088,2352,1478,0,1,0,1,2,13,116,37
6452,2392,1031,261,276,886,2451,453,997,0,0,0,1,5,1,65,18
3242,68,247,18,113,886,3028,1030,1094,0,1,1,1,7,13,70,22
5296,1320,299,310,302,530,1694,2378,153,0,1,1,5,7,13,116,37
13440,476,610,471,302,664,633,2067,1619,0,1,1,0,1,13,68,37
2558,866,1089,452,302,886,1029,816,1619,0,0,0,1,7,4,112,23
5760,126,1176,471,302,795,2951,815,41,0,1,0,1,0,4,37,31
1311,1205,667,471,302,149,231,656,1236,0,1,1,1,0,1,21,6
2273,1081,88,104,302,114,2817,408,1040,0,1,1,5,7,13,116,37
16051,1946,731,471,302,760,109,2561,1619,0,0,0,1,7,13,70,37
4768,824,665,471,233,886,1028,2561,666,0,0,0,1,2,4,37,31
12210,2214,156,292,302,533,162,2640,1035,0,1,0,5,7,13,116,37
17002,1057,876,471,302,396,1347,1440,1619,0,1,0,3,7,13,50,7
13267,1328,413,325,302,610,1994,2380,1619,0,1,1,1,2,13,116,37
6230,2193,1075,171,302,836,2310,237,316,0,1,1,1,5,1,34,1
2228,2352,688,147,302,364,2736,910,1619,0,1,1,1,5,13,21,37
3854,2559,311,243,302,880,1205,2194,1619,0,1,1,1,5,1,98,29
2171,946,496,471,302,886,995,1000,594,0,0,1,1,0,1,21,9
5264,765,607,471,302,86,2724,1379,171,0,1,1,1,2,4,48,16
5073,1276,25,471,302,230,2919,2539,921,0,1,0,1,5,1,21,18
12232,1219,950,391,302,57,1171,1045,1012,1,1,0,1,6,9,56,31
15560,1205,1024,471,302,67,291,1229,619,0,1,1,1,0,13,70,31
1561,2011,400,471,302,135,2522,1028,737,0,1,0,1,5,13,70,22
16690,183,373,219,302,783,2734,1739,1619,0,1,1,1,0,5,55,17
11629,2088,800,400,102,434,127,1064,84,0,1,0,1,2,4,17,31
7498,2166,25,471,302,230,2905,2523,923,0,1,0,1,5,1,21,18
8665,2270,4,430,302,192,2840,1166,1619,0,1,1,1,5,1,21,9
16754,1859,511,320,60,146,1807,2014,1619,0,0,0,5,7,13,116,37
1413,1641,247,313,302,820,273,863,1096,0,1,1,3,4,9,58,23
14588,119,785,152,302,421,1411,2561,1619,0,1,1,5,7,13,116,37
16993,2252,622,447,280,222,1973,849,1258,0,1,1,1,5,1,21,12
561,1856,1174,471,246,243,3171,1436,1021,0,1,1,1,5,1,68,12
1365,1974,530,471,302,886,3265,2561,1619,0,0,0,5,7,13,116,37
4046,846,610,471,302,770,3046,500,111,0,1,1,1,3,1,77,37
7467,1027,1060,54,302,375,1314,189,225,0,0,1,5,7,13,116,37
9968,2054,942,391,302,472,1495,1945,1619,0,1,1,1,2,1,21,31
1964,42,1091,226,302,750,2638,960,1619,0,1,1,1,7,13,116,37
15013,57,247,471,139,277,883,1896,112,0,1,0,1,5,1,70,20
2038,1257,299,37,197,702,2411,456,1565,0,1,1,1,7,1,70,2
12148,184,953,391,302,690,742,2561,1619,0,1,0,5,7,13,116,31
16963,544,984,471,302,396,772,1048,1020,0,1,1,5,7,13,116,37
9566,874,770,471,183,320,1380,282,757,0,1,0,1,7,2,108,23
4956,906,120,471,133,4,1629,1426,816,0,1,1,1,2,13,37,12
3244,1599,1123,34,302,892,1538,2575,607,0,1,1,5,7,13,116,37
14618,909,88,143,302,114,2823,1970,588,0,1,1,2,7,13,116,36
2640,1105,731,336,302,543,1730,1524,1162,0,1,0,1,7,1,38,4
15606,2264,1075,163,302,442,2316,404,1619,0,1,0,1,5,13,31,3
917,408,320,97,302,334,2842,1927,1619,0,1,1,1,2,13,56,7
12281,1693,781,471,302,844,3105,1679,1216,0,1,1,1,4,1,93,27
12264,1211,1075,471,302,401,3047,1676,208,0,1,1,1,2,9,21,31
4584,2259,259,226,114,886,18,809,75,0,0,1,1,5,9,6,18
3490,1077,243,471,218,732,2590,2031,1619,0,0,1,1,5,5,79,20
16808,1899,425,186,302,523,1238,1047,1619,0,1,0,1,5,10,4,21
5663,2541,997,471,302,853,149,1969,1127,0,1,1,1,6,9,21,7
16122,2398,953,471,302,468,2065,1124,847,0,1,1,1,0,1,56,15
2336,2071,1032,471,142,635,2495,1139,604,0,1,1,1,5,9,48,31
287,1433,259,471,302,254,1036,94,324,0,1,1,1,6,4,116,1
12765,2159,88,163,302,114,2762,200,1155,0,1,1,1,0,5,28,12
9635,2537,525,435,114,48,2847,1328,1364,0,1,0,1,2,4,25,23
8287,1035,610,471,302,440,1443,601,1626,0,1,1,1,5,13,58,18
2512,1813,247,471,302,757,3149,840,1444,1,1,1,1,0,9,58,24
5818,1588,1176,471,302,772,2757,2561,1320,1,1,1,0,7,13,21,37
7477,2520,1106,247,302,97,365,63,1619,0,1,1,2,2,9,55,18
5034,1633,427,226,302,886,1547,734,334,0,0,0,5,7,13,116,37
4054,611,975,471,302,886,1612,2561,1619,0,0,0,1,2,13,0,1
10087,1603,22,155,302,709,1565,2561,1619,0,1,1,1,7,13,116,1
3711,2378,296,449,302,214,2660,1385,394,0,1,1,3,7,0,74,16
703,806,901,471,302,797,1708,2201,1107,0,1,1,0,7,1,29,37
9561,142,408,291,302,448,788,2561,1619,0,1,0,1,7,13,70,25
15577,1201,236,391,302,284,1179,2364,595,0,1,0,5,7,13,116,31
12083,118,1106,229,187,97,473,832,134,0,1,1,1,0,0,55,18
15089,327,824,471,302,760,83,2561,1619,0,0,0,1,7,13,116,37
7746,320,742,471,302,28,404,368,157,0,1,0,1,7,13,11,37
12670,988,909,290,302,690,2763,2561,1619,0,1,0,5,7,13,116,37
1990,1193,731,471,302,760,305,1032,1619,0,0,0,1,5,1,68,20
2481,760,99,471,208,886,251,1736,1633,0,1,0,1,5,9,55,6
16306,2635,389,471,302,32,2976,2431,1390,0,1,0,1,1,5,116,22
9220,1333,299,471,302,581,3133,1652,1619,0,1,0,2,7,1,116,37
232,806,729,471,302,797,1708,2201,1107,0,1,1,0,7,1,29,37
3405,2659,467,375,302,781,3063,616,1619,0,1,1,5,7,13,116,37
16581,2568,1133,471,302,475,1384,358,1413,0,1,1,1,5,4,96,37
594,806,1065,471,302,797,1707,2201,1107,0,1,1,0,7,1,29,37
11370,2061,696,471,302,740,607,1299,1069,1,1,1,1,5,4,55,6
12301,418,186,471,66,480,615,903,1619,0,1,1,1,2,9,48,7
